SAP Community Tags;;;;;;;;;;;
"And Associated ""Tag Pages""";;;;;;;;;;;
;;;;;;;;;;;
Tag Names;;;;;;;;Allowed Tagging;Term ID;Associated Tag Page (Click on a link to open the page and follow the tag);
;;;SAP BusinessObjects Roambi Flow for iOS, co-branded version;;;;(level 3);Primary and secondary;73555000100800000393;https://go.sap.com/community/tag.html?id=73555000100800000393;
;;;SAP BusinessObjects Roambi Flow for iOS, customer enterprise edition;;;;(level 3);Primary and secondary;73555000100800000391;https://go.sap.com/community/tag.html?id=73555000100800000391;
;;;SAP BusinessObjects Roambi Flow iOS, demo version;;;;(level 3);Primary and secondary;73555000100800000366;https://go.sap.com/community/tag.html?id=73555000100800000366;
;;;SAP BusinessObjects Roambi publishing client for Cognos;;;;(level 3);Primary and secondary;73555000100800000398;https://go.sap.com/community/tag.html?id=73555000100800000398;
;;;SAP BusinessObjects Roambi publishing client for JDBC;;;;(level 3);Primary and secondary;73555000100800000356;https://go.sap.com/community/tag.html?id=73555000100800000356;
;;;SAP BusinessObjects Roambi publishing client for SAP BusinessObjects BI 4.0;;;;(level 3);Primary and secondary;73555000100800000396;https://go.sap.com/community/tag.html?id=73555000100800000396;
;;;SAP BusinessObjects Roambi publishing client for SAP BusinessObjects BI 4.1;;;;(level 3);Primary and secondary;73555000100800000397;https://go.sap.com/community/tag.html?id=73555000100800000397;
;;;SAP BusinessObjects Roambi publishing client for SAP BusinessObjects BI 4.2;;;;(level 3);Primary and secondary;73555000100800000355;https://go.sap.com/community/tag.html?id=73555000100800000355;
;;;SAP BusinessObjects Roambi publishing client for SAP BusinessObjects XI 3.1;;;;(level 3);Primary and secondary;73555000100800000395;https://go.sap.com/community/tag.html?id=73555000100800000395;
;;;SAP BusinessObjects Roambi publishing client for SSRS;;;;(level 3);Primary and secondary;73555000100800000399;https://go.sap.com/community/tag.html?id=73555000100800000399;
;;;SAP BusinessObjects Roambi publishing client for Talend;;;;(level 3);Primary and secondary;73555000100800000394;https://go.sap.com/community/tag.html?id=73555000100800000394;
;;;SAP BusinessObjects Roambi publishing client SDK;;;;(level 3);Primary and secondary;73555000100800000368;https://go.sap.com/community/tag.html?id=73555000100800000368;
;;;SAP BusinessObjects Roambi, cloud edition;;;;(level 3);Primary and secondary;73555000100800000373;https://go.sap.com/community/tag.html?id=73555000100800000373;
;;SAP Crystal Interactive Analysis;;;;;(level 2);Displayed, but not selectable;73554900100700000876;N/A;
;;;SAP Crystal Interactive Analysis, desktop edition;;;;(level 3);Primary and secondary;01200615320800002998;https://go.sap.com/community/tag.html?id=01200615320800002998;
;;;SAP Crystal Interactive Analysis, OEM edition;;;;(level 3);Primary and secondary;01200314690800000811;https://go.sap.com/community/tag.html?id=01200314690800000811;
;;SAP Crystal Reports;;;;;(level 2);Displayed, but not selectable;73554900100700000878;N/A;
;;;Crystal Reports for Bordland;;;;(level 3);Primary and secondary;01200615320800001739;https://go.sap.com/community/tag.html?id=01200615320800001739;
;;;Crystal Reports for Java;;;;(level 3);Primary and secondary;01200615320800001740;https://go.sap.com/community/tag.html?id=01200615320800001740;
;;;Crystal Reports Visual Advantage;;;;(level 3);Primary and secondary;01200615320800001816;https://go.sap.com/community/tag.html?id=01200615320800001816;
;;;Cyrstal Reports Developer Advantage N-tier;;;;(level 3);Primary and secondary;01200314690800000770;https://go.sap.com/community/tag.html?id=01200314690800000770;
;;;Cyrstal Reports N-tier;;;;(level 3);Primary and secondary;01200314690800000769;https://go.sap.com/community/tag.html?id=01200314690800000769;
;;;Cyrstal Reports Visual Advantage N-tier;;;;(level 3);Primary and secondary;01200314690800000773;https://go.sap.com/community/tag.html?id=01200314690800000773;
;;;Cyrstal Reports, professional edition N-tier;;;;(level 3);Primary and secondary;01200314690800000771;https://go.sap.com/community/tag.html?id=01200314690800000771;
;;;SAP Crystal Reports;;;;(level 3);Primary and secondary;01200314690800000341;https://go.sap.com/community/tag.html?id=01200314690800000341;
;;;SAP Crystal Reports viewer;;;;(level 3);Primary and secondary;01200615320800001686;https://go.sap.com/community/tag.html?id=01200615320800001686;
;;;SAP Crystal Reports, version for Eclipse;;;;(level 3);Primary and secondary;01200615320800001220;https://go.sap.com/community/tag.html?id=01200615320800001220;
;;;SAP Crystal Reports, version for SAP Business ByDesign;;;;(level 3);Primary and secondary;01200314690800001107;https://go.sap.com/community/tag.html?id=01200314690800001107;
;;;SAP Crystal Reports, version for SAP Business One;;;;(level 3);Primary and secondary;01200314690800000787;https://go.sap.com/community/tag.html?id=01200314690800000787;
;;;SAP Crystal Reports, version for SAP HANA;;;;(level 3);Primary and secondary;67837800100800007286;https://go.sap.com/community/tag.html?id=67837800100800007286;
;;;SAP Crystal Reports, version for Visual Studio;;;;(level 3);Primary and secondary;01200615320800001270;https://go.sap.com/community/tag.html?id=01200615320800001270;
;;SAP Crystal Server;;;;;(level 2);Displayed, but not selectable;73554900100700000879;N/A;
;;;Cyrstal Reports Server N-tier;;;;(level 3);Primary and secondary;01200314690800000772;https://go.sap.com/community/tag.html?id=01200314690800000772;
;;;SAP Crystal Reports Server, OEM edition;;;;(level 3);Primary and secondary;01200615320800001218;https://go.sap.com/community/tag.html?id=01200615320800001218;
;;;SAP Crystal Server;;;;(level 3);Primary and secondary;01200314690800000350;https://go.sap.com/community/tag.html?id=01200314690800000350;
;;SAP Data Visualization;;;;;(level 2);Displayed, but not selectable;73554900100700000903;N/A;
;;;SAP BusinessObjects Data Visualization, Star Tree SDK for ActiveX;;;;(level 3);Primary and secondary;01200615320800001560;https://go.sap.com/community/tag.html?id=01200615320800001560;
;;;SAP BusinessObjects Data Visualization, Star Tree SDK for Dotnet;;;;(level 3);Primary and secondary;01200615320800001561;https://go.sap.com/community/tag.html?id=01200615320800001561;
;;;SAP BusinessObjects Data Visualization, Star Tree SDK for Java;;;;(level 3);Primary and secondary;01200615320800001562;https://go.sap.com/community/tag.html?id=01200615320800001562;
;;;SAP BusinessObjects Data Visualization, TableLens SDK for ActiveX;;;;(level 3);Primary and secondary;01200615320800001589;https://go.sap.com/community/tag.html?id=01200615320800001589;
;;;SAP BusinessObjects Data Visualization, TableLens SDK for Dotnet;;;;(level 3);Primary and secondary;01200615320800001590;https://go.sap.com/community/tag.html?id=01200615320800001590;
;;;SAP BusinessObjects Data Visualization, TableLens SDK for Java;;;;(level 3);Primary and secondary;01200615320800001591;https://go.sap.com/community/tag.html?id=01200615320800001591;
;;;SAP BusinessObjects Data Visualization, TimeWall SDK for Java;;;;(level 3);Primary and secondary;01200615320800001627;https://go.sap.com/community/tag.html?id=01200615320800001627;
;;;SAP BusinessObjects Data Visualization, VizServer component;;;;(level 3);Primary and secondary;01200615320800001628;https://go.sap.com/community/tag.html?id=01200615320800001628;
;;;SAP Data Visualization;;;;(level 3);Primary and secondary;01200615320800002061;https://go.sap.com/community/tag.html?id=01200615320800002061;
;;SAP Dynamic Authorization Management by NextLabs;;;;;(level 2);Displayed, but not selectable;73554900100700001314;N/A;
;;;SAP Dynamic Authorization Management by NextLabs;;;;(level 3);Primary and secondary;73554900100800000203;https://go.sap.com/community/tag.html?id=73554900100800000203;
;;SAP Electronic Invoicing for Brazil;;;;;(level 2);Displayed, but not selectable;73554900100700000926;N/A;
;;;SAP Electronic Invoicing for Brazil (SAP Nota Fiscal Eletronica);;;;(level 3);Primary and secondary;01200615320800000708;https://go.sap.com/community/tag.html?id=01200615320800000708;
;;SAP Equestrian Analytics;;;;;(level 2);Displayed, but not selectable;73555000100700000083;N/A;
;;;SAP Equestrian Analytics;;;;(level 3);Primary and secondary;73554900100800000246;https://go.sap.com/community/tag.html?id=73554900100800000246;
;;SAP Global Trade Services;;;;;(level 2);Displayed, but not selectable;73554900100700000993;N/A;
;;;SAP Global Trade Services;;;;(level 3);Primary and secondary;01200615320800000574;https://go.sap.com/community/tag.html?id=01200615320800000574;
;;;SAP Global Trade Services, localization extensions;;;;(level 3);Primary and secondary;67838200100800004188;https://go.sap.com/community/tag.html?id=67838200100800004188;
;;SAP Healthcare Practitioner Spend Analysis and Reporting;;;;;(level 2);Displayed, but not selectable;73554900100700000998;N/A;
;;;SAP Healthcare Practitioner Spend Analysis and Reporting;;;;(level 3);Primary and secondary;01200314690800001938;https://go.sap.com/community/tag.html?id=01200314690800001938;
;;SAP Identity Analytics;;;;;(level 2);Displayed, but not selectable;73554900100700001003;N/A;
;;;SAP Identity Analytics;;;;(level 3);Primary and secondary;67837800100800005971;https://go.sap.com/community/tag.html?id=67837800100800005971;
;;SAP Intelligence Analysis for Public Sector by Palantir;;;;;(level 2);Displayed, but not selectable;73554900100700001019;N/A;
;;;SAP Intelligence Analysis for Public Sector by Palantir;;;;(level 3);Primary and secondary;01200314690800001923;https://go.sap.com/community/tag.html?id=01200314690800001923;
;;SAP IP Rights Analysis;;;;;(level 2);Displayed, but not selectable;73554900100700001025;N/A;
;;;SAP IP Rights Analysis;;;;(level 3);Primary and secondary;01200314690800001937;https://go.sap.com/community/tag.html?id=01200314690800001937;
;;SAP IT Operations Analytics;;;;;(level 2);Displayed, but not selectable;73555000100700000033;N/A;
;;;SAP IT Operations Analytics;;;;(level 3);Primary and secondary;73554900100800000113;https://go.sap.com/community/tag.html?id=73554900100800000113;
;;SAP Medical Research Insights;;;;;(level 2);Displayed, but not selectable;73554900100700000749;N/A;
;;;"project ""Medical Research Insights""";;;;(level 3);Primary and secondary;67838200100800006527;https://go.sap.com/community/tag.html?id=67838200100800006527;
;;;SAP Medical Research Insights;;;;(level 3);Primary and secondary;73555000100800000143;https://go.sap.com/community/tag.html?id=73555000100800000143;
;;SAP Net Margin Analysis;;;;;(level 2);Displayed, but not selectable;73554900100700001080;N/A;
;;;SAP HANA Net Margin Analysis rapid-deployment solution;;;;(level 3);Primary and secondary;67838200100800005209;https://go.sap.com/community/tag.html?id=67838200100800005209;
;;;SAP Net Margin Analysis;;;;(level 3);Primary and secondary;67837800100800004494;https://go.sap.com/community/tag.html?id=67837800100800004494;
;;SAP Performance Analytics for Engineering, Construction, and Operations;;;;;(level 2);Displayed, but not selectable;73554900100700001098;N/A;
;;;SAP BusinessObjects Performance Analytics for Engineering, Construction, and Operations;;;;(level 3);Primary and secondary;67837800100800004926;https://go.sap.com/community/tag.html?id=67837800100800004926;
;;SAP Process Control;;;;;(level 2);Displayed, but not selectable;73554900100700001119;N/A;
;;;SAP Process Control;;;;(level 3);Primary and secondary;01200314690800000209;https://go.sap.com/community/tag.html?id=01200314690800000209;
;;;SAP Process Control, starter kit for financial reporting;;;;(level 3);Primary and secondary;01200314690800001040;https://go.sap.com/community/tag.html?id=01200314690800001040;
;;SAP Readiness Assessment for Defense and Security;;;;;(level 2);Displayed, but not selectable;73554900100700001141;N/A;
;;;SAP Readiness Assessment for Defense & Security;;;;(level 3);Primary and secondary;01200615320800002967;https://go.sap.com/community/tag.html?id=01200615320800002967;
;;SAP Regulation Management by Greenlight;;;;;(level 2);Displayed, but not selectable;73554900100700001148;N/A;
;;;SAP Regulation Management by Greenlight;;;;(level 3);Primary and secondary;67838200100800006758;https://go.sap.com/community/tag.html?id=67838200100800006758;
;;;SAP Regulation Management by Greenlight, cyber governance edition;;;;(level 3);Primary and secondary;73555000100800000311;https://go.sap.com/community/tag.html?id=73555000100800000311;
;;SAP Risk Management;;;;;(level 2);Displayed, but not selectable;73554900100700001157;N/A;
;;;SAP Risk Management;;;;(level 3);Primary and secondary;01200314690800000217;https://go.sap.com/community/tag.html?id=01200314690800000217;
;;SAP Sailing Analytics;;;;;(level 2);Displayed, but not selectable;73554900100700001161;N/A;
;;;sailing analytics mobile app for iOS;;;;(level 3);Primary and secondary;73554900100800000412;https://go.sap.com/community/tag.html?id=73554900100800000412;
;;;sailing analytics, cloud edition;;;;(level 3);Primary and secondary;73554900100800000400;https://go.sap.com/community/tag.html?id=73554900100800000400;
;;SAP Sales Analysis for Retail;;;;;(level 2);Displayed, but not selectable;73554900100700001162;N/A;
;;;SAP Sales Analysis for Retail;;;;(level 3);Primary and secondary;01200615320800002971;https://go.sap.com/community/tag.html?id=01200615320800002971;
;;;SAP Sales Analysis for Retail, edition for SAP HANA;;;;(level 3);Primary and secondary;67837800100800004306;https://go.sap.com/community/tag.html?id=67837800100800004306;
;;SAP Smart Meter Analytics;;;;;(level 2);Displayed, but not selectable;73554900100700001179;N/A;
;;;SAP Smart Meter Analytics;;;;(level 3);Primary and secondary;01200314690800002588;https://go.sap.com/community/tag.html?id=01200314690800002588;
;;SAP Technical Data Export Compliance by NextLabs;;;;;(level 2);Displayed, but not selectable;73554900100700001302;N/A;
